,x1,x2,y
0,3.204921552474694,2.204921552474694,-1.0
1,-2.1246163380234195,-3.116584209509363,-0.9919678714859438
2,1.3801531632259714,0.3962174202540838,-0.9839357429718876
3,1.9883115336245696,1.0124079191667383,-0.9759036144578314
4,3.0447907957299463,2.076919309786171,-0.9678714859437751
5,2.4227671461938747,1.4629277887641559,-0.9598393574297188
6,4.9703094022088345,4.018502173293172,-0.9518072289156626
7,1.5440212567783962,0.6002461563767898,-0.9437751004016064
8,1.2691139462848333,0.33337097439728314,-0.9357429718875502
9,-3.602135095250708,-4.529845938624202,-0.927710843373494
10,1.8798220133781258,0.9601432985186881,-0.9196787148594378
11,2.7665505616018877,1.8549039752565062,-0.9116465863453815
12,0.17979645191661725,-0.7238180059147081,-0.9036144578313253
13,0.5300880165562273,-0.36549431276104183,-0.8955823293172691
14,-0.16442291599155684,-1.0519731167947697,-0.8875502008032129
15,-1.146116948321536,-2.025635020610693,-0.8795180722891567
16,0.2032253025113696,-0.6682606412637307,-0.8714859437751004
17,0.9564552144252677,0.09300139916422345,-0.8634538152610443
18,1.011198416893981,0.155776730146993,-0.8554216867469879
19,1.500108869640297,0.6527193114073654,-0.8473895582329317
20,-0.04586765503288351,-0.885225084751759,-0.8393574297188755
21,0.8672076151283231,0.03588231392350383,-0.8313253012048193
22,-0.2799487377489792,-1.1032419104397424,-0.8232931726907631
23,5.63321785494467,4.817956810767963,-0.8152610441767069
24,3.5396919799969373,2.7324630643342864,-0.8072289156626506
25,2.381708695489162,1.5825119083405674,-0.7991967871485944
26,1.125911976876747,0.3347473182422087,-0.7911646586345382
27,4.4463428496971575,3.6632103195766756,-0.7831325301204819
28,-0.33142170311132335,-1.1065221047177491,-0.7751004016064258
29,1.0656620661288667,0.29859379303649725,-0.7670682730923695
30,-0.9466240542598883,-1.7056601988382014,-0.7590361445783133
31,-0.9550656889043206,-1.7060697049685776,-0.751004016064257
32,-3.0820212985889848,-3.8249931861391855,-0.7429718875502008
33,0.8788740138982438,0.1439342548620992,-0.7349397590361446
34,-2.6840523025659664,-3.410959933088055,-0.7269076305220884
35,-1.6864069345028463,-2.4052824365108787,-0.7188755020080322
36,-0.7708220025026936,-1.4816653759966694,-0.7108433734939759
